Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
No,Yes,Yes,52,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,70.66399366013783,0,5123
No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,7.8390050389064045,0,4050
No,Yes,Yes,51,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,63.392034199889814,0,6321
Yes,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,77.98333155232598,0,6020
No,No,No,37,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,38.45581880548118,0,5924
No,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,15.60929210438449,0,2884
No,Yes,No,49,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,51.32202256341813,0,5601
Yes,No,No,45,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,68.81387941396707,0,5391
No,No,No,18,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,35.32350492236012,0,4911
No,Yes,No,68,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,61.5995129850878,0,4601
No,No,No,54,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,31.760037783352843,0,5708
Yes,Yes,Yes,23,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,46.15788123386948,0,3937
No,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,75.67793601836667,0,5228
No,Yes,Yes,67,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,37.05266522127659,0,5154
No,Yes,Yes,14,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,34.697262139828844,0,2452
No,No,Yes,63,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,34.85828452462915,0,4370
No,No,No,41,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,53.638139415904426,0,4572
No,Yes,No,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,39.745439990016465,0,4756
No,Yes,No,56,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,74.26270934998264,0,4847
No,No,No,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,9.803060746521975,0,5967
No,Yes,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,7.433034373659253,0,2941
No,No,No,37,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,49.429748128025096,0,5042
No,No,No,8,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,18.313929125122222,0,3266
No,No,No,63,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,83.6836304183799,0,5775
No,Yes,Yes,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,12.607537428062626,0,4058
No,No,No,3,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,17.12162375477279,0,2813
No,Yes,Yes,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,38.64906208435077,0,4974
No,No,No,19,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,33.0665994622973,0,3384
No,Yes,No,59,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,32.52460606986655,0,4375
No,Yes,Yes,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,29.70774309839103,0,4194
No,No,No,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,17.332051234634633,0,2847
No,Yes,Yes,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,37.907123341134714,0,5423
Yes,Yes,No,7,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,21.79449471770337,0,5116
No,Yes,No,69,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,73.40401896354177,0,5839
No,Yes,No,72,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,75.69775425995147,0,5050
No,Yes,Yes,4,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,14.734313692873517,0,3147
No,Yes,Yes,63,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,69.97392371448096,0,5157
No,No,No,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,37.86951280383734,0,4790
No,No,No,46,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,30.612089115249876,0,4791
No,Yes,No,30,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,38.40442682816657,0,4715
No,No,No,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,80.84862398334309,0,5882
No,No,No,60,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,33.58719994283536,0,6213
No,Yes,Yes,25,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,46.89402947071194,0,3153
Yes,Yes,No,6,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,21.37989709984592,0,5611
No,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,23.80126047082381,0,3403
No,Yes,No,31,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,49.71518882595137,0,3491
No,Yes,Yes,39,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,55.74316101550037,0,2042
No,No,No,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,22.76620302114518,0,5895
No,No,No,12,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,28.849610049357686,0,4334
No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,6.730527468185536,0,5994
No,No,No,39,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,42.31548180040019,0,4003
No,Yes,Yes,7,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,15.70350279396288,0,5996
Yes,No,No,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,16.175598906995685,0,4140
No,No,No,55,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,67.15281081235543,0,5167
No,Yes,No,72,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,74.02871064661332,0,4171
No,Yes,No,10,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,25.55679948663369,0,2709
Yes,No,No,11,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,34.39549389091542,0,3175
No,Yes,Yes,15,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,25.28734861546382,0,3103
No,Yes,Yes,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,21.880356487041066,0,4698
No,No,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,4.4777226354476225,0,4221
No,Yes,Yes,47,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,66.26801641817869,0,5793
No,No,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,16.44992401198255,0,4818
Yes,Yes,No,68,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,63.054738124902244,0,6418
Yes,Yes,No,21,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,38.69173038260243,0,2784
No,No,No,21,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,27.931165389220695,0,3378
No,Yes,No,56,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,59.26339511030397,0,4775
No,Yes,Yes,6,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,16.53027525481654,0,3061
Yes,No,No,65,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,59.31188751000933,0,5693
No,Yes,No,42,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,58.10249564347473,0,4397
No,Yes,Yes,68,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,86.65188976589027,0,6391
No,Yes,Yes,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,35.285266046892716,0,2111
Yes,No,No,50,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,73.12967933746188,0,5746
Yes,No,No,7,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,22.21823575354263,0,4615
No,Yes,Yes,63,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,35.55066806685917,0,4566
No,No,No,17,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,19.635427166221774,0,2842
No,Yes,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,9.17605579756357,0,5279
No,No,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,40.480859674666,0,4535
No,Yes,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,10.965856099730654,0,4917
No,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,66.88385455399532,0,2613
No,Yes,No,27,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,22.815564862610785,0,4430
No,Yes,No,70,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,75.61646646068567,0,6367
No,Yes,No,46,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,65.66962768281849,0,4120
No,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,80.69231685854608,0,5561
No,No,No,65,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,34.909167850294,0,4309
Yes,Yes,Yes,72,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,86.30005793740813,0,5092
No,No,No,17,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,16.718253497300488,0,2185
No,Yes,No,51,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,75.6329954451098,0,4053
No,Yes,No,51,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,55.86993824947366,0,4994
No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,80.42760720051294,0,6091
No,No,No,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,25.992306554055567,0,4136
No,Yes,No,67,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,59.34391291446832,0,6395
No,Yes,No,49,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,30.382560787399076,0,5579
No,Yes,Yes,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,33.321914710892585,0,4497
No,No,No,27,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,40.145360877690464,0,4818
No,No,No,69,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,74.52013150820387,0,5286
No,Yes,Yes,2,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,6.689544080129826,0,4998
No,Yes,No,46,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,56.84232577929936,0,5433
No,No,No,54,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,71.62017872080466,0,4971
No,No,No,20,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,34.51376536977674,0,5924
No,No,No,11,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,29.434673431176368,0,4278
Yes,Yes,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,51.25621913485231,0,3792
No,Yes,No,68,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,68.85818760321825,0,5036
Yes,Yes,No,38,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,63.31824381645467,0,5469
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,6.618156843109719,0,4633
No,Yes,No,63,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,60.89006487104444,0,5639
No,No,No,3,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,14.847558721890948,0,2754
No,No,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,33.67046183229449,0,4200
No,No,No,66,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,44.53257234878758,0,5112
No,Yes,Yes,68,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,75.80732154614091,0,5045
No,Yes,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,11.577996372429904,0,3575
No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,78.93098251003848,0,5993
No,Yes,No,29,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,23.938462774372123,0,2712
No,Yes,No,37,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,58.474780888858405,0,3347
No,Yes,No,59,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,61.65468352039446,0,5631
Yes,Yes,Yes,60,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,69.70724496062084,0,6214
No,No,No,27,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,37.93876645332581,0,3056
No,Yes,No,17,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,24.346457647879703,0,4207
No,Yes,No,58,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,34.43762477291371,0,4927
No,Yes,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,4.33589667773576,0,5160
No,No,No,53,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,70.1512651347073,0,5249
No,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,30.02082610455615,0,2980
No,Yes,No,68,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,69.71334162124205,0,5540
No,Yes,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,33.75203697556638,0,3159
Yes,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,84.15729320742201,0,5225
No,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,25.759464280143714,0,4834
No,No,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,13.215521177766695,0,2653
No,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,17.93599732381782,0,4527
No,No,No,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,71.59259738269034,0,3974
